1,google.com
2,facebook.com
3,youtube.com
4,baidu.com
5,yahoo.com
6,wikipedia.org
7,amazon.com
8,twitter.com
9,taobao.com
10,qq.com
11,google.co.in
12,live.com
13,linkedin.com
14,sina.com.cn
15,weibo.com
16,yahoo.co.jp
17,tmall.com
18,google.co.jp
19,ebay.com
20,google.de
